source_file,link_or_asset,status
projects/southeast-renewal.html,../disclosure.html,ok
projects/southeast-renewal.html,../assets/js/site.js,ok
projects/yad-eliyahu.html,../assets/css/site.css,ok
projects/yad-eliyahu.html,../index.html,ok
projects/yad-eliyahu.html,../index.html#projects,ok
projects/yad-eliyahu.html,../guides/how-planning-works.html,ok
projects/yad-eliyahu.html,../guides/infrastructure-2026.html,ok
projects/yad-eliyahu.html,../sources.html,ok
projects/yad-eliyahu.html,../disclosure.html,ok
projects/yad-eliyahu.html,../index.html,ok
projects/yad-eliyahu.html,../index.html#projects,ok
projects/yad-eliyahu.html,../assets/img/yad-eliyahu.png,ok
projects/yad-eliyahu.html,../projects/ramat-hatayasim.html,ok
projects/yad-eliyahu.html,../projects/hatikva-reparcelation.html,ok
projects/yad-eliyahu.html,../guides/how-planning-works.html,ok
projects/yad-eliyahu.html,../sources.html,ok
projects/yad-eliyahu.html,../disclosure.html,ok
projects/yad-eliyahu.html,../assets/js/site.js,ok
sources.html,assets/css/site.css,ok
sources.html,index.html,ok
sources.html,index.html#projects,ok
sources.html,guides/how-planning-works.html,ok
sources.html,guides/infrastructure-2026.html,ok
sources.html,sources.html,ok
sources.html,disclosure.html,ok
sources.html,index.html,ok
sources.html,sources.html,ok
sources.html,disclosure.html,ok
sources.html,assets/js/site.js,ok
